origin,destination,distance_meters,duration_seconds,duration_in_traffic_seconds,timestamp,hour,day,month,weekday,is_weekend
"Vasant Kunj, Delhi, India","Azadpur Mandi, Delhi, India",28104,2759,3214,,,,,,0
"Vasant Kunj, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",7288,788,833,,,,,,0
"Noida Sector 18, Delhi, India","Azadpur Mandi, Delhi, India",19716,2504,2712,,,,,,0
"Noida Sector 18, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",23602,2367,2929,,,,,,0
"Azadpur Mandi, Delhi, India","Delhi Airport (Indira Gandhi International Airport), Delhi, India",25035,2719,3384,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",13608,1969,1939,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",14994,2119,2202,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1253,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1210,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1191,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1088,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1098,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1129,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1238,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1406,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1553,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1676,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1857,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2023,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2185,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2153,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2173,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2273,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2340,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2545,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2574,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2468,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2079,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1817,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1507,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1328,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1230,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1204,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1140,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1087,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1243,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1246,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1344,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1435,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1513,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1607,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",15033,1931,1702,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1681,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1758,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1753,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1834,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1928,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2008,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2056,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2130,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1917,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1680,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1487,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1337,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1124,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1107,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1087,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1061,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1074,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1063,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1113,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1328,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2037,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2003,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2060,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2063,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2146,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2153,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2116,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2061,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2076,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2158,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2523,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2554,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2091,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1712,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1419,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1283,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1196,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1169,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1137,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1140,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1152,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1090,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1155,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1312,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1844,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1783,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2004,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2105,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2028,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2127,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2099,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1999,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1993,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2204,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2651,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2748,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2304,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1807,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1481,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1292,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1212,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1184,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1160,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1115,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1079,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1081,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1153,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1280,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1782,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1756,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1925,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1986,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2085,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2091,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2021,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1968,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2097,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2240,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2565,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2606,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2193,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1745,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1478,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1313,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1188,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1142,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1106,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1083,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1054,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1063,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1123,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1246,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1843,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1798,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1990,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2028,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2067,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2049,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2016,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2013,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2127,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2272,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2621,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2746,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2213,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1818,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1469,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1318,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1214,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1170,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1145,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1176,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1120,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1148,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1165,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1305,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1804,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1832,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2049,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2145,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2173,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2173,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2253,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2197,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2281,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2450,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2762,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2979,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2525,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,2034,,,,,,0
"India Gate, Delhi, India","Qutub Minar, Delhi, India",12020,1718,1643,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1140,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1141,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1148,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1105,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1098,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1054,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1046,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1019,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1060,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1122,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1223,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1330,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1443,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1537,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1565,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1530,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1525,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1616,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1688,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1698,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1699,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1583,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1410,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1310,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1249,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1146,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1125,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",9709,1340,955,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",9709,1340,896,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1019,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,962,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,962,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1034,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1074,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1092,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1186,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1226,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1296,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1338,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1392,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1412,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1446,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1459,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1485,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1471,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1349,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1251,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1190,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1163,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,997,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1027,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1009,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1023,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1023,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1002,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1012,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1094,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1192,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1307,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1461,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1570,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1653,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1642,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1589,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1568,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1570,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1586,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1671,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1720,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1471,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1291,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1190,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1099,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1055,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1056,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1058,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1046,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1082,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1011,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1003,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1086,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1177,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1265,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",11445,1372,1466,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1550,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1677,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1687,,,,,,0
"India Gate, Delhi, India","Lotus Temple, Delhi, India",10172,1380,1651,,,,,,0
